"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.996869929524756	0.00313007047524427	"Chromosome"	"1+"	171766
0.998406282956079	0.00159371704392053	"Chromosome"	"1-"	171766
0.997704024440305	0.00229597555969541	"Chromosome"	"10+"	86357
0.996746844230027	0.00325315576997309	"Chromosome"	"10-"	86357
0.508766409420791	0.491233590579209	"Chromosome"	"100+"	345
0.50977152235159	0.490228477648411	"Chromosome"	"100-"	345
0.509512745928534	0.490487254071466	"Chromosome"	"101+"	344
0.506776594617509	0.493223405382491	"Chromosome"	"101-"	344
0.519910982151357	0.480089017848643	"Chromosome"	"102+"	336
0.419115616620295	0.580884383379705	"Plasmid"	"102-"	336
0.403659316385162	0.596340683614838	"Plasmid"	"103+"	321
0.503413658558068	0.496586341441932	"Chromosome"	"103-"	321
0.68637141932378	0.31362858067622	"Chromosome"	"104+"	319
0.386055959842781	0.613944040157219	"Plasmid"	"104-"	319
0.495526633354767	0.504473366645233	"Plasmid"	"105+"	303
0.513075103132821	0.486924896867179	"Chromosome"	"105-"	303
0.585143878638949	0.414856121361051	"Chromosome"	"106+"	272
0.554503111317471	0.445496888682529	"Chromosome"	"106-"	272
0.546456632373485	0.453543367626515	"Chromosome"	"107+"	260
0.44897956163957	0.55102043836043	"Plasmid"	"107-"	260
0.516905553964976	0.483094446035024	"Chromosome"	"108+"	260
0.529538352464964	0.470461647535036	"Chromosome"	"108-"	260
0.503745868768453	0.496254131231547	"Chromosome"	"109+"	247
0.5055059621625	0.4944940378375	"Chromosome"	"109-"	247
0.989642441223932	0.010357558776068	"Chromosome"	"11+"	82621
0.99613767467016	0.00386232532984032	"Chromosome"	"11-"	82621
0.510202156111344	0.489797843888656	"Chromosome"	"110+"	247
0.511878570709181	0.488121429290819	"Chromosome"	"110-"	247
0.504266344287883	0.495733655712117	"Chromosome"	"111+"	246
0.501883147518336	0.498116852481664	"Chromosome"	"111-"	246
0.486707192044932	0.513292807955068	"Plasmid"	"112+"	243
0.519199802096717	0.480800197903283	"Chromosome"	"112-"	243
0.517501152639389	0.482498847360611	"Chromosome"	"113+"	239
0.512564142767271	0.487435857232729	"Chromosome"	"113-"	239
0.504470985849909	0.495529014150091	"Chromosome"	"114+"	237
0.503069252755441	0.496930747244559	"Chromosome"	"114-"	237
0.526174910226984	0.473825089773016	"Chromosome"	"115+"	235
0.474004775311367	0.525995224688633	"Plasmid"	"115-"	235
0.528093233979925	0.471906766020075	"Chromosome"	"116+"	234
0.515902342098548	0.484097657901452	"Chromosome"	"116-"	234
0.508622467855906	0.491377532144094	"Chromosome"	"117+"	225
0.505010134822393	0.494989865177607	"Chromosome"	"117-"	225
0.511189897499873	0.488810102500127	"Chromosome"	"118+"	224
0.5129854265941	0.4870145734059	"Chromosome"	"118-"	224
0.509318756012768	0.490681243987232	"Chromosome"	"119+"	212
0.506279718011162	0.493720281988837	"Chromosome"	"119-"	212
0.987814251840961	0.0121857481590391	"Chromosome"	"12+"	75552
0.984054651588014	0.0159453484119862	"Chromosome"	"12-"	75552
0.51931277185203	0.48068722814797	"Chromosome"	"120+"	210
0.512795202731233	0.487204797268767	"Chromosome"	"120-"	210
0.505792503778871	0.494207496221129	"Chromosome"	"121+"	204
0.505825751827907	0.494174248172093	"Chromosome"	"121-"	204
0.504651355054778	0.495348644945222	"Chromosome"	"122+"	202
0.508502274785511	0.491497725214489	"Chromosome"	"122-"	202
0.510291955659854	0.489708044340146	"Chromosome"	"123+"	198
0.509408362818737	0.490591637181263	"Chromosome"	"123-"	198
0.50767638052403	0.49232361947597	"Chromosome"	"124+"	193
0.506143587609901	0.493856412390099	"Chromosome"	"124-"	193
0.50332953669877	0.49667046330123	"Chromosome"	"125+"	186
0.504909794302917	0.495090205697083	"Chromosome"	"125-"	186
0.506207519659684	0.493792480340316	"Chromosome"	"126+"	183
0.506680939424138	0.493319060575862	"Chromosome"	"126-"	183
0.514235031651689	0.485764968348311	"Chromosome"	"127+"	175
0.506360826140268	0.493639173859732	"Chromosome"	"127-"	175
0.505445716332967	0.494554283667033	"Chromosome"	"128+"	174
0.50554521745497	0.49445478254503	"Chromosome"	"128-"	174
0.507407085337739	0.492592914662261	"Chromosome"	"129+"	173
0.506427692937829	0.493572307062171	"Chromosome"	"129-"	173
0.993014980150279	0.00698501984972122	"Chromosome"	"13+"	66412
0.994312933351199	0.00568706664880092	"Chromosome"	"13-"	66412
0.510966729446825	0.489033270553175	"Chromosome"	"130+"	168
0.503168015352082	0.496831984647918	"Chromosome"	"130-"	168
0.505737404136325	0.494262595863675	"Chromosome"	"131+"	162
0.505738253190517	0.494261746809483	"Chromosome"	"131-"	162
0.506470267584957	0.493529732415043	"Chromosome"	"132+"	162
0.505366760369994	0.494633239630006	"Chromosome"	"132-"	162
0.505747148305409	0.494252851694591	"Chromosome"	"133+"	161
0.505746853826863	0.494253146173137	"Chromosome"	"133-"	161
0.504248134240772	0.495751865759228	"Chromosome"	"134+"	161
0.510415713530845	0.489584286469155	"Chromosome"	"134-"	161
0.505736678310439	0.494263321689561	"Chromosome"	"135+"	159
0.507285667422202	0.492714332577798	"Chromosome"	"135-"	159
0.505867283505887	0.494132716494113	"Chromosome"	"136+"	151
0.505899688969691	0.494100311030309	"Chromosome"	"136-"	151
0.506798282107309	0.493201717892691	"Chromosome"	"137+"	151
0.507218485463023	0.492781514536977	"Chromosome"	"137-"	151
0.505892727523857	0.494107272476143	"Chromosome"	"138+"	147
0.505842920303294	0.494157079696706	"Chromosome"	"138-"	147
0.504850028107839	0.495149971892161	"Chromosome"	"139+"	143
0.504802532339145	0.495197467660855	"Chromosome"	"139-"	143
0.998101905343994	0.00189809465600577	"Chromosome"	"14+"	60870
0.994711218192296	0.00528878180770376	"Chromosome"	"14-"	60870
0.505668819455384	0.494331180544616	"Chromosome"	"140+"	138
0.50569171034952	0.49430828965048	"Chromosome"	"140-"	138
0.50580300059024	0.49419699940976	"Chromosome"	"141+"	137
0.505820007928358	0.494179992071642	"Chromosome"	"141-"	137
0.505771439886566	0.494228560113434	"Chromosome"	"142+"	136
0.505713971183764	0.494286028816236	"Chromosome"	"142-"	136
0.507041122037336	0.492958877962664	"Chromosome"	"143+"	136
0.506808871219118	0.493191128780882	"Chromosome"	"143-"	136
0.505996536366833	0.494003463633167	"Chromosome"	"144+"	134
0.505869768055798	0.494130231944202	"Chromosome"	"144-"	134
0.505750576489472	0.494249423510528	"Chromosome"	"145+"	132
0.505740841130932	0.494259158869068	"Chromosome"	"145-"	132
0.506097488309535	0.493902511690464	"Chromosome"	"146+"	131
0.506535448374813	0.493464551625187	"Chromosome"	"146-"	131
0.506727543676138	0.493272456323862	"Chromosome"	"147+"	130
0.506243989092156	0.493756010907844	"Chromosome"	"147-"	130
0.505747443904249	0.494252556095751	"Chromosome"	"148+"	128
0.506084324829278	0.493915675170722	"Chromosome"	"148-"	128
0.505700612610451	0.494299387389549	"Chromosome"	"149+"	124
0.505780414209556	0.494219585790444	"Chromosome"	"149-"	124
0.995908673505746	0.00409132649425437	"Chromosome"	"15+"	54914
0.99537079160299	0.00462920839700975	"Chromosome"	"15-"	54914
0.505726488563218	0.494273511436782	"Chromosome"	"150+"	124
0.505764475694508	0.494235524305492	"Chromosome"	"150-"	124
0.505929404479696	0.494070595520304	"Chromosome"	"151+"	123
0.506124456592051	0.493875543407949	"Chromosome"	"151-"	123
0.505663612283987	0.494336387716013	"Chromosome"	"152+"	123
0.505816259157568	0.494183740842432	"Chromosome"	"152-"	123
0.50574295209181	0.49425704790819	"Chromosome"	"153+"	123
0.505742672860606	0.494257327139394	"Chromosome"	"153-"	123
0.50449284467373	0.49550715532627	"Chromosome"	"154+"	123
0.504234186472762	0.495765813527239	"Chromosome"	"154-"	123
0.505650105422956	0.494349894577044	"Chromosome"	"155+"	123
0.505829859689139	0.494170140310861	"Chromosome"	"155-"	123
0.505781026123097	0.494218973876903	"Chromosome"	"156+"	123
0.50581687780505	0.49418312219495	"Chromosome"	"156-"	123
0.505759096175875	0.494240903824125	"Chromosome"	"157+"	123
0.505753709808302	0.494246290191698	"Chromosome"	"157-"	123
0.505619353475778	0.494380646524222	"Chromosome"	"158+"	123
0.505629634982583	0.494370365017417	"Chromosome"	"158-"	123
0.505820445602887	0.494179554397113	"Chromosome"	"159+"	123
0.505800150110502	0.494199849889498	"Chromosome"	"159-"	123
0.992776544349498	0.00722345565050242	"Chromosome"	"16+"	53960
0.986250568787488	0.0137494312125124	"Chromosome"	"16-"	53960
0.505787993516682	0.494212006483318	"Chromosome"	"160+"	123
0.505717920482475	0.494282079517525	"Chromosome"	"160-"	123
0.50622048566792	0.49377951433208	"Chromosome"	"161+"	123
0.506025453414491	0.493974546585509	"Chromosome"	"161-"	123
0.505757219267424	0.494242780732576	"Chromosome"	"162+"	122
0.505786527946243	0.494213472053757	"Chromosome"	"162-"	122
0.505756597970592	0.494243402029407	"Chromosome"	"163+"	122
0.505782875490904	0.494217124509096	"Chromosome"	"163-"	122
0.505741720730875	0.494258279269125	"Chromosome"	"164+"	122
0.505748506864163	0.494251493135837	"Chromosome"	"164-"	122
0.505862659006896	0.494137340993104	"Chromosome"	"165+"	122
0.505857399339997	0.494142600660003	"Chromosome"	"165-"	122
0.505698618184138	0.494301381815862	"Chromosome"	"166+"	122
0.505800214741855	0.494199785258145	"Chromosome"	"166-"	122
0.505723965130974	0.494276034869027	"Chromosome"	"167+"	122
0.505769503275439	0.494230496724561	"Chromosome"	"167-"	122
0.505770279663433	0.494229720336567	"Chromosome"	"168+"	122
0.505723343018996	0.494276656981004	"Chromosome"	"168-"	122
0.506111340137626	0.493888659862374	"Chromosome"	"169+"	122
0.506337971868688	0.493662028131312	"Chromosome"	"169-"	122
0.992193127284826	0.00780687271517444	"Chromosome"	"17+"	50701
0.957702604966541	0.0422973950334593	"Chromosome"	"17-"	50701
0.50608047020706	0.49391952979294	"Chromosome"	"170+"	122
0.506345981362114	0.493654018637886	"Chromosome"	"170-"	122
0.506071932935249	0.493928067064751	"Chromosome"	"171+"	122
0.506360198103272	0.493639801896728	"Chromosome"	"171-"	122
0.50610490657327	0.49389509342673	"Chromosome"	"172+"	122
0.506446022618687	0.493553977381313	"Chromosome"	"172-"	122
0.505772328581639	0.494227671418361	"Chromosome"	"173+"	122
0.505804151905853	0.494195848094147	"Chromosome"	"173-"	122
0.505736551383267	0.494263448616733	"Chromosome"	"174+"	122
0.505736553945578	0.494263446054422	"Chromosome"	"174-"	122
0.505799072949231	0.49420092705077	"Chromosome"	"175+"	122
0.505808236072594	0.494191763927406	"Chromosome"	"175-"	122
0.505829904819733	0.494170095180267	"Chromosome"	"176+"	122
0.505820987493194	0.494179012506806	"Chromosome"	"176-"	122
0.505764524758388	0.494235475241612	"Chromosome"	"177+"	122
0.505752374107483	0.494247625892517	"Chromosome"	"177-"	122
0.505766526785688	0.494233473214312	"Chromosome"	"178+"	122
0.505724994249213	0.494275005750786	"Chromosome"	"178-"	122
0.505895884980464	0.494104115019536	"Chromosome"	"179+"	122
0.505796661288918	0.494203338711082	"Chromosome"	"179-"	122
0.995377254210734	0.00462274578926591	"Chromosome"	"18+"	49705
0.99728423973053	0.0027157602694704	"Chromosome"	"18-"	49705
0.505791280801616	0.494208719198384	"Chromosome"	"180+"	122
0.505893968306646	0.494106031693354	"Chromosome"	"180-"	122
0.505808083682341	0.494191916317659	"Chromosome"	"181+"	122
0.505802352103952	0.494197647896048	"Chromosome"	"181-"	122
0.505747480717319	0.494252519282681	"Chromosome"	"182+"	122
0.505856144174215	0.494143855825785	"Chromosome"	"182-"	122
0.50581369335573	0.49418630664427	"Chromosome"	"183+"	122
0.50579519889098	0.49420480110902	"Chromosome"	"183-"	122
0.505752471580244	0.494247528419756	"Chromosome"	"184+"	122
0.505761661542542	0.494238338457459	"Chromosome"	"184-"	122
0.505793859013482	0.494206140986518	"Chromosome"	"185+"	122
0.505815902700953	0.494184097299047	"Chromosome"	"185-"	122
0.505795126009311	0.494204873990689	"Chromosome"	"186+"	122
0.505717741360096	0.494282258639905	"Chromosome"	"186-"	122
0.505794902937153	0.494205097062847	"Chromosome"	"187+"	122
0.505718239148256	0.494281760851744	"Chromosome"	"187-"	122
0.505719467428597	0.494280532571403	"Chromosome"	"188+"	122
0.505794636085091	0.494205363914909	"Chromosome"	"188-"	122
0.505889690078214	0.494110309921786	"Chromosome"	"189+"	122
0.506053877386265	0.493946122613735	"Chromosome"	"189-"	122
0.9940985785733	0.00590142142669969	"Chromosome"	"19+"	47266
0.989947080459317	0.0100529195406827	"Chromosome"	"19-"	47266
0.505798896784783	0.494201103215217	"Chromosome"	"190+"	122
0.505733184102454	0.494266815897546	"Chromosome"	"190-"	122
0.505745821456971	0.494254178543029	"Chromosome"	"191+"	122
0.505866581461013	0.494133418538987	"Chromosome"	"191-"	122
0.505888912380421	0.494111087619579	"Chromosome"	"192+"	122
0.505744808828663	0.494255191171337	"Chromosome"	"192-"	122
0.505854409938595	0.494145590061405	"Chromosome"	"193+"	122
0.505721393592544	0.494278606407456	"Chromosome"	"193-"	122
0.505803995903171	0.494196004096829	"Chromosome"	"194+"	122
0.505774468283528	0.494225531716472	"Chromosome"	"194-"	122
0.505752048711918	0.494247951288082	"Chromosome"	"195+"	122
0.50577887280512	0.49422112719488	"Chromosome"	"195-"	122
0.505839412140441	0.494160587859559	"Chromosome"	"196+"	122
0.505702585423273	0.494297414576727	"Chromosome"	"196-"	122
0.505863742050645	0.494136257949355	"Chromosome"	"197+"	122
0.505743447619508	0.494256552380492	"Chromosome"	"197-"	122
0.505830697036713	0.494169302963287	"Chromosome"	"198+"	122
0.505827951936105	0.494172048063895	"Chromosome"	"198-"	122
0.505913682835121	0.494086317164879	"Chromosome"	"199+"	122
0.506109959422866	0.493890040577134	"Chromosome"	"199-"	122
0.997184496696436	0.00281550330356406	"Chromosome"	"2+"	141603
0.997755912900816	0.00224408709918378	"Chromosome"	"2-"	141603
0.998608531145618	0.00139146885438224	"Chromosome"	"20+"	45171
0.989408903022828	0.0105910969771719	"Chromosome"	"20-"	45171
0.505766463353996	0.494233536646004	"Chromosome"	"200+"	121
0.505792656203701	0.494207343796299	"Chromosome"	"200-"	121
0.997709364220082	0.00229063577991784	"Chromosome"	"21+"	43587
0.995941317461418	0.00405868253858233	"Chromosome"	"21-"	43587
0.996495241539886	0.003504758460114	"Chromosome"	"22+"	43100
0.989159362073663	0.0108406379263369	"Chromosome"	"22-"	43100
0.994130126206461	0.00586987379353854	"Chromosome"	"23+"	42052
0.998294926890579	0.00170507310942114	"Chromosome"	"23-"	42052
0.993012895126762	0.00698710487323762	"Chromosome"	"24+"	39058
0.990673291780128	0.00932670821987158	"Chromosome"	"24-"	39058
0.998029939986915	0.0019700600130852	"Chromosome"	"25+"	32626
0.999168285423937	0.000831714576063236	"Chromosome"	"25-"	32626
0.965054649166083	0.0349453508339167	"Chromosome"	"26+"	31880
0.990294152254915	0.00970584774508454	"Chromosome"	"26-"	31880
0.997849029646341	0.0021509703536593	"Chromosome"	"27+"	30412
0.996390653371457	0.00360934662854262	"Chromosome"	"27-"	30412
0.998246068899899	0.00175393110010136	"Chromosome"	"28+"	27975
0.99929709846575	0.000702901534250455	"Chromosome"	"28-"	27975
0.997289145126071	0.00271085487392908	"Chromosome"	"29+"	25915
0.991080768313014	0.00891923168698594	"Chromosome"	"29-"	25915
0.992365186980401	0.00763481301959879	"Chromosome"	"3+"	126663
