"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.963813773508763	0.0361862264912375	"Chromosome"	"1+"	137576
0.984900752498327	0.0150992475016735	"Chromosome"	"1-"	137576
0.991777764422796	0.00822223557720436	"Chromosome"	"10+"	69577
0.989236547089841	0.0107634529101593	"Chromosome"	"10-"	69577
0.131816977756267	0.868183022243733	"Plasmid"	"100+"	2314
0.960036576628247	0.0399634233717527	"Chromosome"	"100-"	2314
0.00126799345429096	0.998732006545709	"Plasmid"	"101+"	2241
0.00790871125235459	0.992091288747645	"Plasmid"	"101-"	2241
0.0750259684278994	0.924974031572101	"Plasmid"	"102+"	2200
0.0499021092163293	0.950097890783671	"Plasmid"	"102-"	2200
0.273196229107584	0.726803770892416	"Plasmid"	"103+"	2144
0.201897098295971	0.798102901704029	"Plasmid"	"103-"	2144
0.22088851673228	0.77911148326772	"Plasmid"	"104+"	1899
0.148269364343849	0.851730635656151	"Plasmid"	"104-"	1899
0.941795939981091	0.0582040600189094	"Chromosome"	"105+"	1787
0.197628167799374	0.802371832200626	"Plasmid"	"105-"	1787
0.0696109734976977	0.930389026502302	"Plasmid"	"106+"	1773
0.753959935079664	0.246040064920336	"Chromosome"	"106-"	1773
0.965579171562841	0.0344208284371588	"Chromosome"	"107+"	1733
0.90084266293936	0.0991573370606401	"Chromosome"	"107-"	1733
0.941256163799577	0.0587438362004233	"Chromosome"	"108+"	1694
0.96725961063328	0.0327403893667202	"Chromosome"	"108-"	1694
0.095486485260682	0.904513514739318	"Plasmid"	"109+"	1672
0.0590124354245707	0.940987564575429	"Plasmid"	"109-"	1672
0.993660633746928	0.00633936625307174	"Chromosome"	"11+"	64455
0.993143049779983	0.00685695022001676	"Chromosome"	"11-"	64455
0.968914243457714	0.0310857565422857	"Chromosome"	"110+"	1514
0.0635758750787304	0.93642412492127	"Plasmid"	"110-"	1514
0.980644482286616	0.0193555177133837	"Chromosome"	"111+"	1514
0.962737777011787	0.0372622229882131	"Chromosome"	"111-"	1514
0.0225145623168466	0.977485437683153	"Plasmid"	"112+"	1502
0.0243405381763794	0.975659461823621	"Plasmid"	"112-"	1502
0.957891510695484	0.0421084893045164	"Chromosome"	"113+"	1466
0.957832830329653	0.0421671696703469	"Chromosome"	"113-"	1466
0.976509614649286	0.0234903853507137	"Chromosome"	"114+"	1403
0.967062812526965	0.0329371874730348	"Chromosome"	"114-"	1403
0.83967569607339	0.16032430392661	"Chromosome"	"115+"	1366
0.824130131343731	0.175869868656269	"Chromosome"	"115-"	1366
0.6696367052108	0.3303632947892	"Chromosome"	"116+"	1361
0.925126287730264	0.0748737122697363	"Chromosome"	"116-"	1361
0.0423765633005559	0.957623436699444	"Plasmid"	"117+"	1359
0.0369023458286691	0.963097654171331	"Plasmid"	"117-"	1359
0.937617581950566	0.0623824180494341	"Chromosome"	"118+"	1352
0.962912847493535	0.0370871525064649	"Chromosome"	"118-"	1352
0.917221766153566	0.082778233846434	"Chromosome"	"119+"	1314
0.926146577370094	0.0738534226299064	"Chromosome"	"119-"	1314
0.997359086363929	0.00264091363607055	"Chromosome"	"12+"	62181
0.998901221984087	0.00109877801591329	"Chromosome"	"12-"	62181
0.909699214108493	0.0903007858915069	"Chromosome"	"120+"	1256
0.947429531527842	0.0525704684721582	"Chromosome"	"120-"	1256
0.624787779497362	0.375212220502638	"Chromosome"	"121+"	1256
0.0802396183003616	0.919760381699638	"Plasmid"	"121-"	1256
0.266948057311588	0.733051942688412	"Plasmid"	"122+"	1237
0.957823351669374	0.0421766483306257	"Chromosome"	"122-"	1237
0.0986674287196638	0.901332571280336	"Plasmid"	"123+"	1223
0.806861421072464	0.193138578927536	"Chromosome"	"123-"	1223
0.990299264099022	0.00970073590097775	"Chromosome"	"124+"	1219
0.340434201086419	0.659565798913581	"Plasmid"	"124-"	1219
0.890424112565383	0.109575887434617	"Chromosome"	"125+"	1154
0.910942194289538	0.0890578057104616	"Chromosome"	"125-"	1154
0.950136380988964	0.0498636190110364	"Chromosome"	"126+"	1093
0.83450849936687	0.16549150063313	"Chromosome"	"126-"	1093
0.0507027156074702	0.94929728439253	"Plasmid"	"127+"	1084
0.0367069711779178	0.963293028822082	"Plasmid"	"127-"	1084
0.0811924691965515	0.918807530803448	"Plasmid"	"128+"	1054
0.675767339115105	0.324232660884895	"Chromosome"	"128-"	1054
0.689443783398093	0.310556216601907	"Chromosome"	"129+"	1041
0.963787528841416	0.0362124711585835	"Chromosome"	"129-"	1041
0.996809261763798	0.00319073823620186	"Chromosome"	"13+"	60563
0.996361353014459	0.00363864698554084	"Chromosome"	"13-"	60563
0.971552858017101	0.0284471419828993	"Chromosome"	"130+"	1039
0.957169936069469	0.0428300639305313	"Chromosome"	"130-"	1039
0.0498514375869598	0.95014856241304	"Plasmid"	"131+"	1030
0.114890999751178	0.885109000248822	"Plasmid"	"131-"	1030
0.928292818924932	0.0717071810750679	"Chromosome"	"132+"	941
0.95069334003268	0.0493066599673199	"Chromosome"	"132-"	941
0.40516356639524	0.59483643360476	"Plasmid"	"133+"	933
0.0396830930938898	0.96031690690611	"Plasmid"	"133-"	933
0.6441829211099	0.3558170788901	"Chromosome"	"134+"	895
0.525839037218784	0.474160962781216	"Chromosome"	"134-"	895
0.00201862317404833	0.997981376825952	"Plasmid"	"135+"	884
0.00462001431140657	0.995379985688593	"Plasmid"	"135-"	884
0.558360911610604	0.441639088389396	"Chromosome"	"136+"	755
0.675178231170603	0.324821768829397	"Chromosome"	"136-"	755
0.922226432845496	0.0777735671545042	"Chromosome"	"137+"	737
0.832370157060688	0.167629842939312	"Chromosome"	"137-"	737
0.33103879709107	0.66896120290893	"Plasmid"	"138+"	728
0.611874132862369	0.388125867137631	"Chromosome"	"138-"	728
0.848060409792767	0.151939590207233	"Chromosome"	"139+"	716
0.912922122699261	0.087077877300739	"Chromosome"	"139-"	716
0.967426343603817	0.0325736563961828	"Chromosome"	"14+"	56932
0.958832305756319	0.0411676942436814	"Chromosome"	"14-"	56932
0.790356761934022	0.209643238065978	"Chromosome"	"140+"	696
0.589946127287207	0.410053872712793	"Chromosome"	"140-"	696
0.685451132075042	0.314548867924958	"Chromosome"	"141+"	637
