"Prob_Chromosome"	"Prob_Plasmid"	"Prediction"	"Contig_name"	"Contig_length"
0.991934501323711	0.00806549867628914	"Chromosome"	"1+"	264808
0.992172958990546	0.00782704100945386	"Chromosome"	"1-"	264808
0.998131995418818	0.00186800458118153	"Chromosome"	"10+"	95173
0.999028756353179	0.000971243646820663	"Chromosome"	"10-"	95173
0.505828851613072	0.494171148386927	"Chromosome"	"100+"	129
0.506033484356197	0.493966515643803	"Chromosome"	"100-"	129
0.505677625387165	0.494322374612835	"Chromosome"	"101+"	128
0.50588063413783	0.49411936586217	"Chromosome"	"101-"	128
0.505500388312504	0.494499611687496	"Chromosome"	"102+"	128
0.505482073715835	0.494517926284165	"Chromosome"	"102-"	128
0.50573655489858	0.49426344510142	"Chromosome"	"103+"	128
0.505736561175897	0.494263438824103	"Chromosome"	"103-"	128
0.50581723461402	0.49418276538598	"Chromosome"	"104+"	128
0.505985692001669	0.494014307998331	"Chromosome"	"104-"	128
0.505730213240441	0.494269786759559	"Chromosome"	"105+"	128
0.505786034872082	0.494213965127918	"Chromosome"	"105-"	128
0.505720882774243	0.494279117225757	"Chromosome"	"106+"	128
0.505779472317296	0.494220527682704	"Chromosome"	"106-"	128
0.505858133466002	0.494141866533998	"Chromosome"	"107+"	128
0.505727013039099	0.494272986960901	"Chromosome"	"107-"	128
0.505730878978425	0.494269121021575	"Chromosome"	"108+"	128
0.505855032475937	0.494144967524063	"Chromosome"	"108-"	128
0.504431384925367	0.495568615074633	"Chromosome"	"109+"	128
0.50394554861806	0.49605445138194	"Chromosome"	"109-"	128
0.992627622682854	0.00737237731714557	"Chromosome"	"11+"	93639
0.994697144634658	0.00530285536534203	"Chromosome"	"11-"	93639
0.996023407110175	0.00397659288982544	"Chromosome"	"12+"	79405
0.996402424173916	0.00359757582608378	"Chromosome"	"12-"	79405
0.998188393182187	0.00181160681781256	"Chromosome"	"13+"	59914
0.99628937324032	0.00371062675967959	"Chromosome"	"13-"	59914
0.995556423543662	0.00444357645633819	"Chromosome"	"14+"	49338
0.996071235356777	0.00392876464322345	"Chromosome"	"14-"	49338
0.997812490966122	0.00218750903387777	"Chromosome"	"15+"	46018
0.993650771718262	0.00634922828173845	"Chromosome"	"15-"	46018
0.991332027221402	0.00866797277859754	"Chromosome"	"16+"	27201
0.994820268463561	0.0051797315364388	"Chromosome"	"16-"	27201
0.0043505275108654	0.995649472489135	"Plasmid"	"17+"	27136
0.00675630550255824	0.993243694497442	"Plasmid"	"17-"	27136
0.989115484890829	0.0108845151091712	"Chromosome"	"18+"	26774
0.989019370608148	0.0109806293918523	"Chromosome"	"18-"	26774
0.962703948053488	0.0372960519465115	"Chromosome"	"19+"	24543
0.883970241963358	0.116029758036642	"Chromosome"	"19-"	24543
0.987647837337464	0.0123521626625361	"Chromosome"	"2+"	253499
0.993997704092337	0.00600229590766299	"Chromosome"	"2-"	253499
0.949041658440585	0.0509583415594146	"Chromosome"	"20+"	23760
0.909187287427493	0.0908127125725073	"Chromosome"	"20-"	23760
0.978790952251178	0.021209047748822	"Chromosome"	"21+"	22663
0.979920610151333	0.0200793898486673	"Chromosome"	"21-"	22663
0.955267441952834	0.0447325580471657	"Chromosome"	"22+"	22289
0.992500183336959	0.00749981666304078	"Chromosome"	"22-"	22289
0.0129527109194687	0.987047289080531	"Plasmid"	"23+"	21660
0.0216076710811201	0.97839232891888	"Plasmid"	"23-"	21660
0.0312657909184675	0.968734209081533	"Plasmid"	"24+"	20617
0.864453695954799	0.135546304045201	"Chromosome"	"24-"	20617
0.0400783543862452	0.959921645613755	"Plasmid"	"25+"	18505
0.0200598636150916	0.979940136384908	"Plasmid"	"25-"	18505
0.977572346310007	0.0224276536899934	"Chromosome"	"26+"	16894
0.996534068177117	0.00346593182288291	"Chromosome"	"26-"	16894
0.994287011892248	0.00571298810775223	"Chromosome"	"27+"	16188
0.997029819106541	0.0029701808934588	"Chromosome"	"27-"	16188
0.0043192225815436	0.995680777418456	"Plasmid"	"28+"	16175
0.00321757257489652	0.996782427425103	"Plasmid"	"28-"	16175
0.0598871181391576	0.940112881860842	"Plasmid"	"29+"	13284
0.377243857194782	0.622756142805218	"Plasmid"	"29-"	13284
0.997804766430397	0.00219523356960261	"Chromosome"	"3+"	238433
0.995681983673548	0.00431801632645179	"Chromosome"	"3-"	238433
0.940350525263511	0.0596494747364894	"Chromosome"	"30+"	7841
0.883629569796114	0.116370430203886	"Chromosome"	"30-"	7841
0.0262533266330748	0.973746673366925	"Plasmid"	"31+"	7218
0.061187173897608	0.938812826102392	"Plasmid"	"31-"	7218
0.987593136746808	0.0124068632531917	"Chromosome"	"32+"	6135
0.95566485592585	0.0443351440741501	"Chromosome"	"32-"	6135
0.0265527121653037	0.973447287834696	"Plasmid"	"33+"	4702
0.0475639335811724	0.952436066418828	"Plasmid"	"33-"	4702
0.0534005386731721	0.946599461326828	"Plasmid"	"34+"	3552
0.0421926067320151	0.957807393267985	"Plasmid"	"34-"	3552
0.971979238816322	0.0280207611836785	"Chromosome"	"35+"	3364
0.977528124998897	0.0224718750011027	"Chromosome"	"35-"	3364
0.00387135574471031	0.99612864425529	"Plasmid"	"36+"	2909
0.00303032857711449	0.996969671422886	"Plasmid"	"36-"	2909
0.951313023395928	0.0486869766040722	"Chromosome"	"37+"	2638
0.954866188316046	0.0451338116839537	"Chromosome"	"37-"	2638
0.0310684471996553	0.968931552800345	"Plasmid"	"38+"	2607
0.0760148280445593	0.923985171955441	"Plasmid"	"38-"	2607
0.0268860631097613	0.973113936890239	"Plasmid"	"39+"	2260
0.0341442921454941	0.965855707854506	"Plasmid"	"39-"	2260
0.989887752156712	0.0101122478432885	"Chromosome"	"4+"	217148
0.99429386753221	0.00570613246778962	"Chromosome"	"4-"	217148
0.734855659145004	0.265144340854996	"Chromosome"	"40+"	2165
0.243713063153833	0.756286936846167	"Plasmid"	"40-"	2165
0.122749640067554	0.877250359932446	"Plasmid"	"41+"	1809
0.93583922032991	0.0641607796700902	"Chromosome"	"41-"	1809
0.943822907542026	0.056177092457974	"Chromosome"	"42+"	1643
0.967655924759286	0.0323440752407137	"Chromosome"	"42-"	1643
0.374076455579078	0.625923544420922	"Plasmid"	"43+"	1527
0.430025679520282	0.569974320479718	"Plasmid"	"43-"	1527
0.957891510695484	0.0421084893045164	"Chromosome"	"44+"	1466
0.957832830329653	0.0421671696703469	"Chromosome"	"44-"	1466
0.975333983791017	0.0246660162089826	"Chromosome"	"45+"	1415
0.957675662617499	0.0423243373825005	"Chromosome"	"45-"	1415
0.241660509326874	0.758339490673126	"Plasmid"	"46+"	1338
0.99543842372487	0.00456157627512965	"Chromosome"	"46-"	1338
0.664279529603208	0.335720470396792	"Chromosome"	"47+"	1040
0.957804538471458	0.0421954615285425	"Chromosome"	"47-"	1040
0.369282416890998	0.630717583109002	"Plasmid"	"48+"	992
0.957848623706153	0.0421513762938468	"Chromosome"	"48-"	992
0.112144599358537	0.887855400641463	"Plasmid"	"49+"	873
0.531279823178985	0.468720176821015	"Chromosome"	"49-"	873
0.994185504376549	0.00581449562345138	"Chromosome"	"5+"	203829
0.995109360290974	0.00489063970902559	"Chromosome"	"5-"	203829
0.168345645885719	0.831654354114281	"Plasmid"	"50+"	827
0.2196344868705	0.7803655131295	"Plasmid"	"50-"	827
0.0354078877178836	0.964592112282116	"Plasmid"	"51+"	794
0.0651980286957292	0.934801971304271	"Plasmid"	"51-"	794
0.935109655548797	0.0648903444512035	"Chromosome"	"52+"	750
0.675441460888942	0.324558539111058	"Chromosome"	"52-"	750
0.627934195146327	0.372065804853673	"Chromosome"	"53+"	739
0.519973903509254	0.480026096490746	"Chromosome"	"53-"	739
0.922226432845496	0.0777735671545042	"Chromosome"	"54+"	737
0.832370157060688	0.167629842939312	"Chromosome"	"54-"	737
0.948106352682026	0.0518936473179735	"Chromosome"	"55+"	736
0.917818440185733	0.082181559814267	"Chromosome"	"55-"	736
0.848060409792767	0.151939590207233	"Chromosome"	"56+"	716
0.912922122699261	0.087077877300739	"Chromosome"	"56-"	716
0.685451132075042	0.314548867924958	"Chromosome"	"57+"	637
0.512772457237	0.487227542763	"Chromosome"	"57-"	637
0.240717432814603	0.759282567185397	"Plasmid"	"58+"	585
0.210786413946374	0.789213586053626	"Plasmid"	"58-"	585
0.757207727910678	0.242792272089322	"Chromosome"	"59+"	507
0.891444879481204	0.108555120518796	"Chromosome"	"59-"	507
0.988063100412193	0.0119368995878073	"Chromosome"	"6+"	191650
0.99533618796925	0.0046638120307495	"Chromosome"	"6-"	191650
0.411362614666428	0.588637385333572	"Plasmid"	"60+"	493
0.822896792684579	0.177103207315421	"Chromosome"	"60-"	493
0.667025367172604	0.332974632827396	"Chromosome"	"61+"	467
0.801237423351157	0.198762576648843	"Chromosome"	"61-"	467
0.0567052861213008	0.943294713878699	"Plasmid"	"62+"	455
0.238757384271771	0.761242615728229	"Plasmid"	"62-"	455
0.667594779164824	0.332405220835176	"Chromosome"	"63+"	444
0.646338811544646	0.353661188455354	"Chromosome"	"63-"	444
0.756102024778089	0.243897975221911	"Chromosome"	"64+"	428
0.691465100754374	0.308534899245626	"Chromosome"	"64-"	428
0.62659070854439	0.37340929145561	"Chromosome"	"65+"	362
